Tipo de material;Meio de divulgação;Entidade;Tipo de organização;Autor;Título;Palavras-chave ou descritores;Ano da produção;Ano da publicação;Edição;Local de publicação;Editora;Número de páginas/minutos;Disponível em;ISBN;ISSN
livro;site;Centro Universitario Catolica de Santa Catarina;governamental;Faga, Dominique Pierre;Índios : as invasões perante o direito brasileiro e a questão indigenista desde os seus primórdios : o caso da reserva indígena Duque de Caxias em Santa Catarina;Índios -- situação jurídica - Brasil -- grupos indígenas;;2001;4.ed.;São Paulo;Diário das Leis Ltda;55;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
Texto;Jornal;Centro Universitario Catolica de Santa Catarina;governamental;Lages, Valeria;Kiki a cerimonia de morte;Brasil - Índios - Cultura indígena;;;;;A Noticia, Anexo;1;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
Periódico;site;Centro Universitario Catolica de Santa Catarina;governamental;Oliveira, Silvia Maria de;Movimento indígena e educação intercultural;Brasil - Educação intercultural - Indígenas;;;ano 2, n. 6;Porto Alegre;Artes Médicas Sul Ltda;16-20;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
áudio;cd;Centro Universitario Catolica de Santa Catarina;governamental;produzido pelo Projeto Memóriva Viva Guarani ;Ñande Reko Arandu[gravação de som] : memória viva Guarani ;Índios Guarani -- Música - Índios Guarani -- Religião ;;2000;;São Paulo ;MCD World Music;1 disco sonoro (ca.73min;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
livro;site;Centro Universitario Catolica de Santa Catarina;governamental;Müller, Sálvio Alexandre;Opressão e depredação : (a construção da barragem de Ibirama e a desagregação da comunidade indígena local);Índios da América do Sul -- Santa Catarina --  Relações com o governo - Barragens e açudes -- Itajaí-Açu, Rio, Bacia (SC);;1987;1.ed;Blumenau ;FURB;89;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
Texto;Jornal;Centro Universitario Catolica de Santa Catarina;governamental;;Para ficar na historia;Arte - Ópera - O guarany;;;;;Diario Catarinense, Variedades;1;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
livro;site;Centro Universitario Catolica de Santa Catarina;governamental;Thiél, Janice Cristine;Pele silenciosa, pele sonora - A literatura indígena em destaque;Ciências Humanas_;;;1.ed;;Editora Autêntica;170;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
livro;site;Centro Universitario Catolica de Santa Catarina;governamental;Peret, João Américo;População indígena do Brasil : 10 desenhos decorativos pelos índios Kadiweu ;Índios brasileiros -- cultura - Brasil -- índios -- mitologia;;1975;;Rio de Janeiro;Civilização Brasileira;91;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
Texto;Jornal;Centro Universitario Catolica de Santa Catarina;governamental;Kritsch, Rebeca;Primeiro cultivo assinala transformação de tribo no Maranhão;Tribos indígenas - Cultura indígena;;;;;O Estado de São Paulo;1;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
livro;site;Centro Universitario Catolica de Santa Catarina;governamental;Funari, Pedro Paulo Abreu;A temática indígena na escola;Antropologia educacional - Índios - América do Sul - Cultura indígena - Livros eletrônicos;;2011;;São Paulo;Contexto;;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
Periódico;site;Centro Universitario Catolica de Santa Catarina;governamental;Intimpampa, Carlos A.;500 anos de resistência;Indígenas - Religiosidade - Cultura indígena;;;ano 7, n. 26;Ijuí ;Livraria UNIJUI ;63-70;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
livro;site;Universidade do Sul de Santa Catarina;governamental;SCHADEN, Egon;Aculturação indígena :  ensaio sobre fatores e tendências ;Cultura;;1969;;São Paulo;Pioneira;333;http://pergamum.unisul.br/pergamum/biblioteca/index.php;;.
livro;site;Universidade do Sul de Santa Catarina;governamental;Flores, Lucio Paiva;Adoradores do sol :  reflexões sobre a religiosidade indígena;Índios da América do Sul --  Brasil -- Religião e mitologia ;;2003;;Petrópolis ;Vozes;44;http://pergamum.unisul.br/pergamum/biblioteca/index.php#sobe_paginacao;;.
livro;site;Universidade do Sul de Santa Catarina;governamental;KASSAB, Álvaro Luiz;Algodão :  do artesanato indígena ao processo industrial ;Algodão;;1986;;São Paulo;Ícone;91;http://pergamum.unisul.br/pergamum/biblioteca/index.php#sobe_paginacao;;.
livro;site;Universidade do Sul de Santa Catarina;governamental;JUNQUEIRA, Carmen;Antropologia indígena :  uma introdução, história dos povos indígenas no Brasil ;Etnologia --  Brasil - Índios da América do Sul --   Brasil;;1991;;São Paulo;EDUC;111;http://pergamum.unisul.br/pergamum/biblioteca/index.php#sobe_paginacao;;.
livro;site;Universidade do Sul de Santa Catarina;governamental;Yamã, Yaguarê, ;A origem do beija-flor =  guanâby muru-gáwa ;Literatura infantojuvenil brasileira  - Folclore indígena ;;2012;;São Paulo;Peirópolis;33;http://pergamum.unisul.br/pergamum/biblioteca/index.php#sobe_paginacao;;.
livro;site;Universidade do Sul de Santa Catarina;governamental;Paciornik, Moyses ,;Aprenda a nascer e a viver com os índios :  parto de cócoras, desempenho sexual e ginástica indígena;Parto (Obstetrícia)   - Índios da América do Sul --   Brasil -- Usos e costumes;;1997;;Rio de Janeiro;Rosa dos Tempos;154;http://pergamum.unisul.br/pergamum/biblioteca/index.php#sobe_paginacao;;.
livro;site;Universidade do Sul de Santa Catarina;governamental;NICOLA, Norberto ;Aromeri : arte plumária do indígena brasileiro;Arte indígena --   Brasil  ;;1986;;São Bernardo do Campo;Mercedez Benz Brasil;128;http://pergamum.unisul.br/pergamum/biblioteca/index.php#sobe_paginacao;;.
livro;site;Universidade do Sul de Santa Catarina;governamental;Schiavetto, Solange Nunes de Oliveira ;A arqueologia Guarani : construção e desconstrução da identidade indígena;Índios Guarani - Índios Guarani -- Assimilação cultural - Arqueologia  ;;2003;;São Paulo;Annablume;138;http://pergamum.unisul.br/pergamum/biblioteca/index.php#sobe_paginacao;;.
livro;site;Universidade do Sul de Santa Catarina;governamental;Genival Junior;Arquitetura vernacular praieira;Arquitetura nativa --   Brasil, Nordeste  - Arquitetura de habitação --  Brasil, Nordeste  - Pescadores ;;2007;;Recife;;185;http://pergamum.unisul.br/pergamum/biblioteca/index.php#sobe_paginacao;;.
livro;site;Universidade do Sul de Santa Catarina;governamental;Clark, Ian;Arte indio y esquimal del Canadá ;Arte indígena --  Canadá;;1970;;Barcelona;Poligrafa;120;http://pergamum.unisul.br/pergamum/biblioteca/index.php#sobe_paginacao;;.
livro;site;Universidade do Sul de Santa Catarina;governamental;Aguiar, Rdorigo L. S. de ;Arte indígena e pré-histórica no litoral de Santa Catarina;História - Arqueologia -- Arte pré-histórica - Arte indígena --  Santa Catarina ;;2001;;Florianópolis;Bristot;84;http://pergamum.unisul.br/pergamum/biblioteca/index.php#sobe_paginacao;;.
Vídeo;dvd;Universidade do Sul de Santa Catarina;governamental;PEDRO PAULO FUNARI, ANA PIÑÓN;A TEMÁTICA INDÍGENA NA ESCOLA;Ciências Humanas - Educação;;;;;Contexto;130;http://pergamum.unisul.br/pergamum/biblioteca/index.php#sobe_paginacao;;.
livro;site;Universidade do Sul de Santa Catarina;governamental;Murat, Lúcia ;Brava gente brasileira;Filmes de aventuras - Violência ;;2000;;Brasil;Casablanca Filmes;103min;http://pergamum.unisul.br/pergamum/biblioteca/index.php#sobe_paginacao;;.
Texto;site;Universidade do Sul de Santa Catarina;governamental;Couto, Jorge;A construção do Brasil ;Ciências Sociais Aplicadas;;2011;;Rio de Janeiro;Forense;;http://pergamum.unisul.br/pergamum/biblioteca/index.php#sobe_paginacao;;.
livro;site;Universidade do Sul de Santa Catarina;governamental;Lévi-Strauss, Claude ,;O cru e o cozido;Índios da América do Sul --  Lendas  - Estruturalismo  - Antropologia estrutural   - Folclore indígena   ;;2004;;São Paulo ;Cosac & Naify;442;http://pergamum.unisul.br/pergamum/biblioteca/index.php#sobe_paginacao;;.
livro;site;Universidade do Sul de Santa Catarina;governamental;Ferreira, Maria Beatriz Rocha, ;Cultura corporal indígena;Índios --  Brasil -- Vida e costumes sociais ;;2003;;Guarapuava ;UNICENTRO;113;http://pergamum.unisul.br/pergamum/biblioteca/index.php#sobe_paginacao;;.
Vídeo;dvd;Universidade do Sul de Santa Catarina;governamental;Duarte, Neide  ;Cultura [gravação de vídeo] : Em nome da mãe | Nossas línguas brasileiras | Nossas línguas brasileiras AYOYÊ;Cultura  - Festas religiosas --  Belém (PA) - Linguas indigenas --  Línguas - Índios --  Vida e costumes sociais;;2004;;São Paulo;TV Cultura,;1 vídeo-disco (85 min);http://pergamum.unisul.br/pergamum/biblioteca/index.php#sobe_paginacao;;.
livro;site;Universidade do Sul de Santa Catarina;governamental;Wolkmer, Antônio Carlos, ;Direito e justiça na américa indígena : da conquista à colonização;Índios --  Estatuto legal, leis, etc. - Índios --  Trato ;;1998;;Porto Alegre;Livr. do Advogado;242 ;http://pergamum.unisul.br/pergamum/biblioteca/index.php#sobe_paginacao;;.
livro;site;Universidade do Sul de Santa Catarina;governamental;Wilson, Eva;North american indian designs;Desenho -- América do Norte  - Arte indígena -- América do Norte - Decoração e ornamento ;;1998;;México ;G. Gili;100;http://pergamum.unisul.br/pergamum/biblioteca/index.php#sobe_paginacao;;.
livro;site;Universidade do Sul de Santa Catarina;governamental;Lévi-Strauss, Claude ,;Do mel às cinzas ;Índios da América do Sul --  Lendas - Estruturalismo  - Antropologia estrutural  - Folclore indígena  ;;2004;;São Paulo ;Cosac Naify;500;http://pergamum.unisul.br/pergamum/biblioteca/index.php#sobe_paginacao;;.
livro;site;Universidade do Sul de Santa Catarina;governamental;Gurgel, Cristina;Doenças e Curas: o Brasil nos primeiros séculos;História;;;;;Contexto;196;http://pergamum.unisul.br/pergamum/biblioteca/index.php#sobe_paginacao;;.
livro;site;Universidade do Sul de Santa Catarina;governamental;HERMANDEZ, Izabel ;Educação e sociedade indígena ;Educação indígena - Índios Mapuches - Educação ;;1981;;São Paulo;Cortez;114;http://pergamum.unisul.br/pergamum/biblioteca/index.php#sobe_paginacao;;.
livro;site;Universidade do Sul de Santa Catarina;governamental;Melià, Bartolomeu ;Educação indígena e alfabetização;Educação indígena ;;1979;;São Paulo;Loyola;91;http://pergamum.unisul.br/pergamum/biblioteca/index.php#sobe_paginacao;;.
livro;site;Universidade do Sul de Santa Catarina;governamental;José Antonio Marçal e Silvia Maria Amorim Lima;Educação escolar das relações étnico-raciais: história e cultura afro-brasileira e indígena no Brasil;Ciências Humanas;;;1 ed.;;Editora Intersaberes;146;http://pergamum.unisul.br/pergamum/biblioteca/index.php#sobe_paginacao;;.
livro;site;Universidade do Sul de Santa Catarina;governamental;Mussolini, Gioconda ;Ensaios de antropologia indígena e caiçara;Etnologia --  Brasil - Índios da América do Sul --   Brasil ;;1980;;Rio de Janeiro;Paz e Terra;289;http://pergamum.unisul.br/pergamum/biblioteca/index.php#sobe_paginacao;;.
livro;site;Universidade do Sul de Santa Catarina;governamental;Wittmann, Luisa Tombini;Ensino (d)e História Indígena;Antropologia;;;1 ed.;;Editora Autêntica;210;http://pergamum.unisul.br/pergamum/biblioteca/index.php#sobe_paginacao;;.
livro;site;Universidade do Sul de Santa Catarina;governamental;Pinsky, Jaime ;A escravidão no Brasil;Escravidão   - Escravidão - História - Brasil  - Escravo - Indígena - Escravos - Escravos - Vida ;;2000;17 ed.;São Paulo;Contexto;95;http://pergamum.unisul.br/pergamum/biblioteca/index.php#sobe_paginacao;;.
livro;site;Universidade do Sul de Santa Catarina;governamental;Tarcísio Mattos;Feito a mãos : o artesanato em Santa Catarina ;Artesanato -- Santa Catarina -- Obras ilustradas  - Fotografia - Açorianos - Índios - Africanos  - Imigrantes - Escultura - Cerâmica  - Índios Guarani  - Cultura popular  - Trabalhos em madeira  - Rendas - Arte --   Técnica  - Artes - Artesãos - Arte indígena - Arte sacra ;;2010;;Florianópolis ;Tempo Editorial;145;http://pergamum.unisul.br/pergamum/biblioteca/index.php#sobe_paginacao;;.
artigo científico;revista;Universidade do Sul de Santa Catarina;governamental;Fiori, Neide Almeida ;A formação da sociedade brasileira : questões de educação, etnia e nacionalismo;Educação  - Brasil -- História -- Estado Novo, 1937-1945 - Nacionalismo   ;;1999;v. 1, n. 1;Tubarão ;Ed. UNISUL;39-58;http://pergamum.unisul.br/pergamum/biblioteca/index.php#sobe_paginacao;;.
livro;site;Universidade do Sul de Santa Catarina;governamental;Martins, José de Souza;Fronteira: a degradação do outro nos confins do humano ;Ciências Sociais;;;2ª edição;;Contexto;196;http://pergamum.unisul.br/pergamum/biblioteca/index.php#sobe_paginacao;;.
livro;site;Universidade do Sul de Santa Catarina;governamental;MARCUS VINICIUS DE MORAIS;HERNÁN CORTEZ - CIVILIZADOR OU GENOCIDA?;Ciências Humanas;;;;;Contexto;210;http://pergamum.unisul.br/pergamum/biblioteca/index.php#sobe_paginacao;;.
livro;site;Universidade do Sul de Santa Catarina;governamental;Pomer, Léon ;História da América hispano-indígena ;América Latina -- História;;1983;;São Paulo;Global;167 ;http://pergamum.unisul.br/pergamum/biblioteca/index.php#sobe_paginacao;;.
livro;site;Universidade do Sul de Santa Catarina;governamental;Cascudo, Luís da Câmara,;História da alimentação no Brasil;Culinária brasileira - Hábitos alimentares -- Brasil - Usos e costumes;;1983;;Belo Horizonte;Itatiaia;;http://pergamum.unisul.br/pergamum/biblioteca/index.php#sobe_paginacao;;.
livro;site;Universidade do Sul de Santa Catarina;governamental;Lévi-Strauss, Claude,;O homem nu;Índios da América do Norte -- Lendas  - Índios da América do Norte --  Detalhes Religião e mitologia - Folclore indígena --  América do Norte  - Folclore ;;2011;;São Paulo;CosacNaify ;747;http://pergamum.unisul.br/pergamum/biblioteca/index.php#sobe_paginacao;;.
Vídeo;dvd;Universidade do Sul de Santa Catarina;governamental;Duarte, Neide ;Inclusão social [gravação de vídeo] : Leia Brasil | Voluntário, destino de cidadão | a universidade também é nossa aldeia;Desenvolvimento social - Voluntariado  - Voluntários no serviço social  ;;2002;;São Paulo;TV Cultura;1 vídeo-disco (85 min);http://pergamum.unisul.br/pergamum/biblioteca/index.php#sobe_paginacao;;.
livro;site;Universidade do Sul de Santa Catarina;governamental;Faga, Dominique Pierre ;Índios : as invasões perante o direito brasileiro e a questão indigenista desde os seus primórdios : 1.000 hectares para cada um?;Índios da América do Sul --   Brasil - Índios --  Situação jurídica - Reservas indígenas --   Brasil  ;;2001;;São Paulo;Diário da Leis;62;http://pergamum.unisul.br/pergamum/biblioteca/index.php#sobe_paginacao;;.
Dissertação ;site;Universidade do Sul de Santa Catarina;governamental;Blazius, Renê Darela ;Inquérito coproparasitológico em índios Guarani Mbya, da Aldeia Tekoá Marangatu, Cachoeira dos Inácios, Imaruí, Santa Catarina;Intestinos -- Doenças  - Índios Guarani Mbiá --   Aspectos da saúde  - Saúde pública   ;;2006;;Tubarão;Universidade do Sul de Santa Catarina;123;http://pergamum.unisul.br/pergamum/biblioteca/index.php#sobe_paginacao;;.
livro;site;Universidade do Sul de Santa Catarina;governamental;D'Angelis, Wilmar,;Leitura e escrita em escolas indígenas: encontro de educação indígena no 10º COLE;Escrita - Leitura - Índios da América do Sul --  Brasil  ;;1997;;Campinas ;Associação de Leitura do Brasil;223;http://pergamum.unisul.br/pergamum/biblioteca/index.php#sobe_paginacao;;.
